EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY,COMMISSION_PCT,MANAGER_ID,DEPARTMENT_ID
120,Matthew,Weiss,MWEISS,650.123.1234,07/18/2004 00:00:00,ST_MAN,8000.00,,100,50
121,Adam,Fripp,AFRIPP,650.123.2234,04/10/2005 00:00:00,ST_MAN,8200.00,,100,50
122,Payam,Kaufling,PKAUFLIN,650.123.3234,05/01/2003 00:00:00,ST_MAN,7900.00,,100,50
123,Shanta,Vollman,SVOLLMAN,650.123.4234,10/10/2005 00:00:00,ST_MAN,6500.00,,100,50
124,Kevin,Mourgos,KMOURGOS,650.123.5234,11/16/2007 00:00:00,ST_MAN,5800.00,,100,50
125,Julia,Nayer,JNAYER,650.124.1214,07/16/2005 00:00:00,ST_CLERK,3200.00,,120,50
126,Irene,Mikkilineni,IMIKKILI,650.124.1224,09/28/2006 00:00:00,ST_CLERK,2700.00,,120,50
127,James,Landry,JLANDRY,650.124.1334,01/14/2007 00:00:00,ST_CLERK,2400.00,,120,50
128,Steven,Markle,SMARKLE,650.124.1434,03/08/2008 00:00:00,ST_CLERK,2200.00,,120,50
129,Laura,Bissot,LBISSOT,650.124.5234,08/20/2005 00:00:00,ST_CLERK,3300.00,,121,50
130,Mozhe,Atkinson,MATKINSO,650.124.6234,10/30/2005 00:00:00,ST_CLERK,2800.00,,121,50
131,James,Marlow,JAMRLOW,650.124.7234,02/16/2005 00:00:00,ST_CLERK,2500.00,,121,50
132,TJ,Olson,TJOLSON,650.124.8234,04/10/2007 00:00:00,ST_CLERK,2100.00,,121,50
133,Jason,Mallin,JMALLIN,650.127.1934,06/14/2004 00:00:00,ST_CLERK,3300.00,,122,50
134,Michael,Rogers,MROGERS,650.127.1834,08/26/2006 00:00:00,ST_CLERK,2900.00,,122,50
135,Ki,Gee,KGEE,650.127.1734,12/12/2007 00:00:00,ST_CLERK,2400.00,,122,50
136,Hazel,Philtanker,HPHILTAN,650.127.1634,02/06/2008 00:00:00,ST_CLERK,2200.00,,122,50
137,Renske,Ladwig,RLADWIG,650.121.1234,07/14/2003 00:00:00,ST_CLERK,3600.00,,123,50
138,Stephen,Stiles,SSTILES,650.121.2034,10/26/2005 00:00:00,ST_CLERK,3200.00,,123,50
139,John,Seo,JSEO,650.121.2019,02/12/2006 00:00:00,ST_CLERK,2700.00,,123,50
140,Joshua,Patel,JPATEL,650.121.1834,04/06/2006 00:00:00,ST_CLERK,2500.00,,123,50
141,Trenna,Rajs,TRAJS,650.121.8009,10/17/2003 00:00:00,ST_CLERK,3500.00,,124,50
142,Curtis,Davies,CDAVIES,650.121.2994,01/29/2005 00:00:00,ST_CLERK,3100.00,,124,50
143,Randall,Matos,RMATOS,650.121.2874,03/15/2006 00:00:00,ST_CLERK,2600.00,,124,50
144,Peter,Vargas,PVARGAS,650.121.2004,07/09/2006 00:00:00,ST_CLERK,2500.00,,124,50
180,Winston,Taylor,WTAYLOR,650.507.9876,01/24/2006 00:00:00,SH_CLERK,3200.00,,120,50
181,Jean,Fleaur,JFLEAUR,650.507.9877,02/23/2006 00:00:00,SH_CLERK,3100.00,,120,50
182,Martha,Sullivan,MSULLIVA,650.507.9878,06/21/2007 00:00:00,SH_CLERK,2500.00,,120,50
183,Girard,Geoni,GGEONI,650.507.9879,02/03/2008 00:00:00,SH_CLERK,2800.00,,120,50
184,Nandita,Sarchand,NSARCHAN,650.509.1876,01/27/2004 00:00:00,SH_CLERK,4200.00,,121,50
185,Alexis,Bull,ABULL,650.509.2876,02/20/2005 00:00:00,SH_CLERK,4100.00,,121,50
186,Julia,Dellinger,JDELLING,650.509.3876,06/24/2006 00:00:00,SH_CLERK,3400.00,,121,50
187,Anthony,Cabrio,ACABRIO,650.509.4876,02/07/2007 00:00:00,SH_CLERK,3000.00,,121,50
188,Kelly,Chung,KCHUNG,650.505.1876,06/14/2005 00:00:00,SH_CLERK,3800.00,,122,50
189,Jennifer,Dilly,JDILLY,650.505.2876,08/13/2005 00:00:00,SH_CLERK,3600.00,,122,50
190,Timothy,Gates,TGATES,650.505.3876,07/11/2006 00:00:00,SH_CLERK,2900.00,,122,50
191,Randall,Perkins,RPERKINS,650.505.4876,12/19/2007 00:00:00,SH_CLERK,2500.00,,122,50
192,Sarah,Bell,SBELL,650.501.1876,02/04/2004 00:00:00,SH_CLERK,4000.00,,123,50
193,Britney,Everett,BEVERETT,650.501.2876,03/03/2005 00:00:00,SH_CLERK,3900.00,,123,50
194,Samuel,McCain,SMCCAIN,650.501.3876,07/01/2006 00:00:00,SH_CLERK,3200.00,,123,50
195,Vance,Jones,VJONES,650.501.4876,03/17/2007 00:00:00,SH_CLERK,2800.00,,123,50
196,Alana,Walsh,AWALSH,650.507.9811,04/24/2006 00:00:00,SH_CLERK,3100.00,,124,50
197,Kevin,Feeney,KFEENEY,650.507.9822,05/23/2006 00:00:00,SH_CLERK,3000.00,,124,50
198,Donald,OConnell,DOCONNEL,650.507.9833,06/21/2007 00:00:00,SH_CLERK,2600.00,,124,50
199,Douglas,Grant,DGRANT,650.507.9844,01/13/2008 00:00:00,SH_CLERK,2600.00,,124,50
